step,pseudo_target,query_loss,objective,temperature,weight_entropy,max_weight
1,CALB,1.4732677936553955,1.4704954624176025,0.25010862946510315,2.7722842693328857,0.06464722007513046
2,CALCE,0.07736595720052719,0.07459452748298645,0.25020167231559753,2.7714264392852783,0.06445547938346863
3,HNEI,1.7340368032455444,1.7312653064727783,0.2502174973487854,2.771491527557373,0.06460577994585037
4,HUST,2.9772775173187256,2.974505662918091,0.2502821981906891,2.771857976913452,0.06475852429866791
5,ISU_ILCC,0.736012876033783,0.7332410216331482,0.2502962648868561,2.7718276977539062,0.0639042779803276
6,MATR,0.2848506569862366,0.28207850456237793,0.2503255605697632,2.7721383571624756,0.06410610675811768
7,MICH,1.1427886486053467,1.1400171518325806,0.2502776086330414,2.771482467651367,0.06417270749807358
8,MICH_EXP,2.1626009941101074,2.159829616546631,0.25026068091392517,2.7714152336120605,0.06453287601470947
9,NA-ion,2.976271152496338,2.973499298095703,0.25020724534988403,2.771970510482788,0.06407628953456879
10,RWTH,0.01755412295460701,0.014781985431909561,0.25015988945961,2.7721378803253174,0.06416213512420654
11,SDU,0.26693394780158997,0.2641628384590149,0.25010406970977783,2.7711029052734375,0.06507313251495361
12,SNL,0.6610983610153198,0.6583265662193298,0.25005659461021423,2.771796941757202,0.06430382281541824
13,Stanford_2,0.06211857870221138,0.059348177164793015,0.2500239312648773,2.770400285720825,0.065607450902462
14,Tongji,1.6940033435821533,1.6912319660186768,0.24999143183231354,2.771404266357422,0.06442470848560333
15,UL_PUR,2.6105380058288574,2.6077663898468018,0.2499636560678482,2.77162504196167,0.06445735692977905
16,XJTU,1.0077416896820068,1.0049707889556885,0.2499188929796219,2.770925998687744,0.06483437865972519
17,ZN-coin,1.0292603969573975,1.0264889001846313,0.24987931549549103,2.77152156829834,0.06577847898006439
18,CALB,1.455998182296753,1.453226923942566,0.2498418241739273,2.7712812423706055,0.0668831467628479
19,CALCE,0.05122627690434456,0.04845527186989784,0.24980849027633667,2.771003484725952,0.0649331659078598
20,HNEI,1.7348382472991943,1.7320679426193237,0.24974779784679413,2.7703142166137695,0.06492766737937927
21,HUST,3.022390604019165,3.0196197032928467,0.249728724360466,2.770979404449463,0.06548390537500381
22,ISU_ILCC,1.8459917306900024,1.8432222604751587,0.24972428381443024,2.7695133686065674,0.06528731435537338
23,MATR,0.29141539335250854,0.2886451780796051,0.24972765147686005,2.770203113555908,0.06463324278593063
