seed,iterations,objective,head_error,variance_penalty,step_size,scale,alpha_target
0,299,0.04987215395316396,0.00012751616840112854,0.04974463778476283,0.008552847380277838,1.0863672314161201,0.9974430799484253
1,833,0.049586255804106354,0.00041025335463154225,0.04917600244947481,0.0086324089319132,1.2541054631696595,0.9917250871658325
2,312,0.04962849602941783,0.0003687043619378274,0.049259791667480006,0.008289772826611396,1.1773065264630431,0.9925699234008789
