evaluation_scheme,evaluation_label,evaluation_point,samples,batteries,coverage_percent,mean_observation_fraction,mae,rmse,mape,life_normalized_mae_percent
life_fraction,20%,0.20000000298023224,77,77,100.0,0.199993515943552,517.2104983639407,587.7048367326718,31.109038287830092,24.8872557899655
life_fraction,40%,0.4000000059604645,77,77,100.0,0.39999350015219154,192.77769014432832,235.4439671503998,17.167191073512083,10.299881117424572
life_fraction,60%,0.6000000238418579,77,77,100.0,0.600006509136844,388.0608948546571,452.8033289809638,56.45272320154179,22.5817697355561
life_fraction,80%,0.800000011920929,77,77,100.0,0.8000064887009658,547.1642345081676,639.8178651377401,157.00771756700883,31.399148515652897
absolute_cycle,20_cycles,20.0,77,77,100.0,0.010700307617133314,1320.1401054085075,1385.486155440703,66.71950233316885,66.02387987778361
absolute_cycle,50_cycles,50.0,77,77,100.0,0.02675076907911858,1450.104656665356,1516.4064340899774,74.67131663846413,72.71890171165684
absolute_cycle,100_cycles,100.0,77,77,100.0,0.05350153815823716,1303.6685248040533,1367.7258547685092,68.7990439142384,65.2063480910666
absolute_cycle,200_cycles,200.0,77,77,100.0,0.10700307631647432,848.1554529759791,931.3262174219495,46.23907965893391,41.49998490084664
absolute_cycle,500_cycles,500.0,77,77,100.0,0.26750768817864456,423.80412629362826,536.0806677619712,26.533754528504687,19.830594269557547
