step,pseudo_target,query_loss,objective,temperature,weight_entropy,max_weight
1,CALB,1.4817774295806885,1.4790056943893433,0.25011005997657776,2.7717535495758057,0.06684135645627975
2,CALCE,0.11575548350811005,0.11298474669456482,0.25021058320999146,2.7707369327545166,0.0646667554974556
3,HNEI,1.937563180923462,1.934792399406433,0.25029581785202026,2.7707302570343018,0.06530731171369553
4,HUST,2.733776569366455,2.7310054302215576,0.2503747344017029,2.7710769176483154,0.06402772665023804
5,ISU_ILCC,0.694316565990448,0.6915452480316162,0.2504461407661438,2.771317720413208,0.06425298750400543
6,MATR,0.2899700999259949,0.2871983051300049,0.25050756335258484,2.7717974185943604,0.06387887895107269
7,MICH,1.288100242614746,1.2853283882141113,0.2505345642566681,2.7718966007232666,0.06369558721780777
8,NA-ion,2.598834276199341,2.596062421798706,0.25052839517593384,2.771745204925537,0.06375102698802948
9,RWTH,0.016596835106611252,0.01382532436400652,0.250524640083313,2.771510601043701,0.06386403739452362
10,SDU,1.1054563522338867,1.1026842594146729,0.25051209330558777,2.7721076011657715,0.06382081657648087
11,SNL,1.2088596820831299,1.2060880661010742,0.2504960596561432,2.771641254425049,0.06364121288061142
12,Stanford,0.11211158335208893,0.10934048146009445,0.25047460198402405,2.771103620529175,0.0642278641462326
13,Stanford_2,0.043698444962501526,0.04092693701386452,0.25045880675315857,2.7715091705322266,0.06387855857610703
14,Tongji,1.823157548904419,1.8203858137130737,0.25043994188308716,2.7717156410217285,0.06357352435588837
15,UL_PUR,2.830714702606201,2.8279435634613037,0.2504119575023651,2.7712316513061523,0.06395678222179413
16,XJTU,1.1068962812423706,1.1041250228881836,0.2503737509250641,2.7713136672973633,0.06389764696359634
17,ZN-coin,1.033018708229065,1.0302468538284302,0.25033947825431824,2.7718613147735596,0.0640929713845253
18,CALB,1.4271847009658813,1.4244126081466675,0.25030645728111267,2.772122621536255,0.06590624898672104
19,CALCE,0.0861087441444397,0.08333801478147507,0.25027570128440857,2.7707321643829346,0.06415977329015732
20,HNEI,1.9292221069335938,1.9264520406723022,0.2502190172672272,2.7701187133789062,0.06455310434103012
21,HUST,2.7828192710876465,2.7800490856170654,0.2502070963382721,2.770228385925293,0.064274363219738
22,ISU_ILCC,1.7602821588516235,1.757512092590332,0.25020259618759155,2.7700178623199463,0.06453252583742142
23,MATR,0.26498350501060486,0.26221317052841187,0.2502019703388214,2.77034330368042,0.06440301984548569
24,MICH,0.8034555912017822,0.8006855845451355,0.2501814663410187,2.770026922225952,0.06441379338502884
25,NA-ion,2.031623125076294,2.028853416442871,0.25015750527381897,2.7696142196655273,0.06449893862009048
26,RWTH,0.026939664036035538,0.02417095936834812,0.2501372992992401,2.768704414367676,0.06470243632793427
27,SDU,0.38123852014541626,0.3784683644771576,0.250121146440506,2.770148515701294,0.06434404850006104
28,SNL,0.7427518367767334,0.7399827837944031,0.2500933110713959,2.7690322399139404,0.0645521730184555
29,Stanford,0.05389048531651497,0.0511234886944294,0.2500697672367096,2.766997814178467,0.06541291624307632
30,Stanford_2,0.08104288578033447,0.0782751813530922,0.25005561113357544,2.767702579498291,0.06485144793987274
31,Tongji,1.2723476886749268,1.2695786952972412,0.25001436471939087,2.76904296875,0.06432679295539856
32,UL_PUR,2.017460346221924,2.014693260192871,0.2499605119228363,2.7671852111816406,0.06483270972967148
33,XJTU,1.0227174758911133,1.0199507474899292,0.24988776445388794,2.766763210296631,0.0648038238286972
34,ZN-coin,1.575674057006836,1.5729058980941772,0.24980708956718445,2.7682180404663086,0.06528203934431076
35,CALB,1.7651381492614746,1.7623674869537354,0.2497367560863495,2.770697593688965,0.07053256779909134
36,CALCE,0.07249496132135391,0.06973208487033844,0.24967540800571442,2.762877941131592,0.06577801704406738
37,HNEI,1.5927116870880127,1.5899513959884644,0.24959436058998108,2.7602503299713135,0.06621770560741425
38,HUST,3.2725372314453125,3.2697784900665283,0.24957498908042908,2.7588014602661133,0.06607311964035034
39,ISU_ILCC,0.13873708248138428,0.13597969710826874,0.249567911028862,2.7573909759521484,0.06668215990066528
40,MATR,0.2588573098182678,0.2560981512069702,0.24956196546554565,2.7591731548309326,0.06659461557865143
41,MICH,0.8427847623825073,0.8400267958641052,0.24953356385231018,2.7579710483551025,0.06592296063899994
42,NA-ion,2.1347885131835938,2.1320323944091797,0.24947699904441833,2.756213665008545,0.06632619351148605
43,RWTH,0.07859757542610168,0.07584516704082489,0.24942536652088165,2.752410650253296,0.06693315505981445
44,SDU,0.595999002456665,0.5932420492172241,0.24937985837459564,2.7569656372070312,0.06716859340667725
45,SNL,1.4884974956512451,1.4857453107833862,0.2493332177400589,2.7521677017211914,0.06682711094617844
46,Stanford,0.046926990151405334,0.04418126493692398,0.2492975890636444,2.745724678039551,0.06852779537439346
47,Stanford_2,0.07537634670734406,0.07262985408306122,0.24927671253681183,2.7464897632598877,0.06786324083805084
48,Tongji,0.6428557634353638,0.6401076316833496,0.24924415349960327,2.7481064796447754,0.06721653789281845
49,UL_PUR,3.003751754760742,3.0010082721710205,0.24918444454669952,2.7433924674987793,0.06708269566297531
50,XJTU,1.3155884742736816,1.3128471374511719,0.24912384152412415,2.7413716316223145,0.0679967850446701
51,ZN-coin,1.4269263744354248,1.4241844415664673,0.24905112385749817,2.7419798374176025,0.07068191468715668
52,CALB,1.4811949729919434,1.4784294366836548,0.24896901845932007,2.765578031539917,0.08438523858785629
53,CALCE,0.04989290237426758,0.047156330198049545,0.24889743328094482,2.736572027206421,0.07039035111665726
54,HNEI,1.1736352443695068,1.1708998680114746,0.24881330132484436,2.735373020172119,0.06882086396217346
55,HUST,3.4306881427764893,3.427948236465454,0.24873733520507812,2.7398900985717773,0.0713258683681488
56,ISU_ILCC,0.31744515895843506,0.31470629572868347,0.24867501854896545,2.73887300491333,0.07112172991037369
57,MATR,0.7002939581871033,0.6975502967834473,0.2486046999692917,2.743656873703003,0.07162047922611237
58,MICH,0.5283629298210144,0.5256233215332031,0.24851016700267792,2.7396292686462402,0.07069990783929825
59,NA-ion,2.185473918914795,2.1827392578125,0.24839834868907928,2.7346913814544678,0.07333662360906601
60,RWTH,0.07824406027793884,0.0755067840218544,0.24829842150211334,2.737278461456299,0.07420437037944794
61,SDU,1.019066333770752,1.0163164138793945,0.24818767607212067,2.7498979568481445,0.07652168720960617
